id	pos	p1	ihh12
936	247139	0.006	0.0162952
937	247208	0.122	0.0149862
938	247377	0.002	0.015813
939	247432	0.004	0.0157949
940	247555	0.044	0.0158138
941	247666	0.044	0.0158138
942	247995	0.018	0.0158027
943	248998	0.002	0.0158682
944	249587	0.044	0.015896
945	249669	0.002	0.0158685
946	250338	0.006	0.0158117
947	250414	0.036	0.0155241
948	250481	0.008	0.0153188
949	250538	0.044	0.0153659
950	250584	0.122	0.0154997
951	251254	0.01	0.0154214
952	251447	0.858	0.015495
953	251641	0.014	0.0177623
954	251917	0.058	0.0176349
955	252529	0.016	0.0180782
956	254454	0.01	0.0182451
957	254998	0.018	0.0182053
958	255857	0.004	0.0182059
959	256312	0.018	0.0180968
960	256508	0.138	0.0170072
961	256641	0.064	0.0163164
962	256771	0.268	0.0141392
963	257668	0.002	0.0145627
964	257911	0.11	0.0129782
965	258195	0.008	0.0133644
966	258235	0.026	0.0131434
967	258390	0.408	0.0130225
968	259297	0.042	0.013095
969	259308	0.002	0.0133843
970	259659	0.606	0.0132505
971	259863	0.01	0.0151542
972	260109	0.138	0.0149398
973	260358	0.008	0.0147675
974	260541	0.018	0.0146566
975	260901	0.138	0.0150223
976	261177	0.034	0.0171756
977	262799	0.004	0.0172417
978	262898	0.63	0.0158876
979	263157	0.018	0.0178983
980	263655	0.004	0.018052
981	264737	0.128	0.0175995
982	265223	0.094	0.0176309
983	266047	0.022	0.017619
984	266570	0.006	0.0179723
985	266850	0.012	0.0176541
986	267236	0.028	0.0175979
987	267864	0.126	0.0179232
988	268273	0.004	0.0202819
989	268455	0.004	0.0202851
990	268598	0.006	0.0201418
991	268853	0.004	0.0201316
992	268913	0.002	0.0201368
993	269496	0.034	0.0200156
994	270150	0.09	0.0181218
995	270184	0.014	0.0186309
996	271068	0.974	0.0184005
997	271706	0.016	0.0180534
998	271898	0.002	0.0182581
999	271966	0.026	0.0182637
1000	272380	0.002	0.018224
1001	273231	0.016	0.0181089
1002	273276	0.974	0.0182267
1003	273330	0.012	0.0180075
1004	273671	0.974	0.0180977
1005	274510	0.006	0.0184333
1006	274846	0.004	0.0183861
1007	275157	0.002	0.0184097
1008	275957	0.002	0.0184028
1009	276186	0.014	0.0182094
1010	276242	0.25	0.0168578
1011	276331	0.002	0.0181636
1012	276557	0.162	0.0154045
1013	276916	0.512	0.0132643
1014	277074	0.002	0.0138503
1015	277157	0.006	0.0138552
1016	277328	0.004	0.0138709
1017	278227	0.036	0.0135865
1018	279048	0.004	0.0138961
1019	279205	0.026	0.0138088
1020	279444	0.006	0.0138195
1021	279916	0.002	0.0138177
1022	280167	0.004	0.0137652
1023	280439	0.016	0.0137217
1024	281354	0.15	0.0134545
1025	281424	0.03	0.0134106
1026	281510	0.026	0.0132796
1027	281800	0.25	0.0124319
1028	282322	0.018	0.0126189
1029	282457	0.002	0.0126706
1030	282818	0.418	0.011358
1031	282901	0.014	0.0116697
1032	283163	0.012	0.0117109
1033	283381	0.142	0.00999399
1034	283392	0.332	0.00983604
1035	283577	0.014	0.0101791
1036	283845	0.012	0.0101398
1037	283977	0.016	0.0104583
1038	283982	0.126	0.0103592
1039	284059	0.006	0.0108172
1040	284110	0.044	0.0106303
1041	284369	0.268	0.0105876
1042	284642	0.012	0.0105672
1043	284876	0.002	0.0105969
1044	285036	0.002	0.0105898
1045	285108	0.026	0.0102845
1046	285282	0.732	0.0110749
1047	285678	0.048	0.0117812
1048	285737	0.006	0.0119202
1049	286411	0.464	0.0109391
1050	286573	0.002	0.0112339
1051	286689	0.324	0.0107578
1052	286793	0.044	0.010976
1053	286811	0.014	0.0111413
1054	286915	0.012	0.011215
1055	287717	0.008	0.0111851
1056	287861	0.006	0.0112218
1057	287920	0.562	0.0109402
1058	288066	0.002	0.0109059
1059	288271	0.562	0.0109178
1060	288665	0.01	0.0108416
1061	288878	0.004	0.0109123
1062	289242	0.062	0.0104142
1063	289243	0.562	0.0113284
1064	289401	0.048	0.0110681
1065	289556	0.562	0.0119416
1066	289830	0.012	0.012377
1067	289867	0.208	0.0117206
1068	290293	0.004	0.0127071
1069	290342	0.012	0.0126999
1070	290368	0.352	0.0122253
1071	290792	0.004	0.0135988
1072	290895	0.434	0.013317
1073	291163	0.56	0.0134144
1074	291190	0.012	0.0133826
1075	291266	0.014	0.012978
1076	291321	0.44	0.013115
1077	291473	0.44	0.013115
1078	291519	0.56	0.013115
1079	291647	0.098	0.0129387
1080	291650	0.004	0.0132311
1081	291761	0.012	0.0133368
1082	292179	0.44	0.0134599
1083	292493	0.182	0.0146944
1084	293033	0.016	0.0145537
1085	293451	0.016	0.0145537
1086	293653	0.002	0.0146233
1087	294374	0.098	0.0144688
1088	294420	0.182	0.0160045
1089	294553	0.002	0.0163771
1090	294595	0.018	0.0162994
1091	295516	0.044	0.0160517
1092	296112	0.002	0.0172618
1093	296832	0.006	0.0172321
1094	297368	0.018	0.0171764
1095	297905	0.076	0.016996
1096	297941	0.006	0.0169605
1097	298471	0.966	0.0168268
1098	298629	0.034	0.0168268
1099	298668	0.006	0.0168381
1100	298750	0.076	0.0168101
1101	299055	0.142	0.0170793
1102	299209	0.034	0.0171036
1103	299220	0.002	0.0172311
1104	300692	0.858	0.0172591
1105	300837	0.012	0.0170887
1106	301033	0.142	0.0172407
1107	301164	0.002	0.0172036
1108	301359	0.142	0.017222
1109	301456	0.478	0.0155438
1110	301689	0.142	0.0178055
1111	301742	0.024	0.0171219
1112	301951	0.858	0.0176591
1113	302354	0.084	0.0154519
1114	302686	0.04	0.0172503
1115	303797	0.858	0.0173911
1116	304014	0.142	0.0173911
1117	304239	0.044	0.0170096
1118	304490	0.002	0.018289
1119	305776	0.866	0.0182611
1120	305944	0.134	0.0182611
1121	305951	0.866	0.0182611
1122	306602	0.042	0.0180211
1123	306605	0.042	0.0177541
1124	306822	0.766	0.0172182
1125	306875	0.85	0.0173221
1126	307006	0.044	0.0167998
1127	307424	0.008	0.0175531
1128	307459	0.008	0.0172378
1129	308059	0.766	0.0174229
1130	308371	0.014	0.0176663
1131	308530	0.004	0.0176484
1132	308799	0.002	0.0176825
1133	308981	0.142	0.0175138
1134	309336	0.02	0.0190287
1135	309723	0.018	0.0193853
1136	311024	0.042	0.0196054
1137	311444	0.042	0.0196326
1138	312219	0.102	0.0179984
1139	312344	0.92	0.0193618
1140	312367	0.072	0.0193822
1141	312864	0.006	0.0192859
1142	313149	0.002	0.019222
1143	313586	0.01	0.018884
1144	313668	0.02	0.0191002
1145	313675	0.004	0.0192983
1146	313747	0.072	0.019372
1147	313803	0.008	0.0194534
1148	313814	0.992	0.0194534
1149	313827	0.992	0.0194534
1150	313935	0.008	0.0194534
1151	314455	0.036	0.0193401
1152	314527	0.926	0.0193498
1153	314880	0.992	0.0195038
1154	315301	0.002	0.0195147
1155	315509	0.03	0.0195322
1156	316686	0.012	0.0198077
1157	316811	0.012	0.0195894
1158	317018	0.118	0.018245
1159	317199	0.004	0.0196968
1160	317828	0.046	0.0187208
1161	318129	0.008	0.0187658
1162	318152	0.012	0.0187875
1163	318732	0.018	0.0187019
1164	319778	0.02	0.0182675
1165	319933	0.012	0.0183616
1166	320084	0.058	0.0184438
1167	320737	0.126	0.0165305
1168	321510	0.01	0.016946
1169	321687	0.002	0.0169932
1170	322022	0.016	0.0169041
1171	322483	0.064	0.0159308
1172	322589	0.016	0.0162517
1173	322876	0.016	0.0162517
1174	323298	0.006	0.0161836
1175	323463	0.972	0.0161691
1176	323497	0.002	0.0161762
1177	323569	0.002	0.0161438
1178	323873	0.02	0.0155779
1179	324369	0.016	0.0156871
1180	324618	0.006	0.0155096
1181	325362	0.008	0.0155288
1182	325476	0.016	0.0155853
1183	325743	0.502	0.0136188
1184	325840	0.02	0.0140938
1185	326038	0.012	0.014175
1186	326172	0.008	0.0141153
1187	326277	0.018	0.0140455
1188	326537	0.008	0.0139858
1189	326603	0.078	0.0131008
1190	326736	0.012	0.0136075
1191	326928	0.012	0.0136075
1192	327000	0.012	0.0136075
1193	327027	0.29	0.0105386
1194	327090	0.002	0.0125485
1195	327647	0.274	0.0114914
1196	327848	0.274	0.0114914
1197	328019	0.002	0.0120166
1198	328046	0.002	0.0119959
1199	328301	0.028	0.0118907
1200	328900	0.004	0.0119197
1201	329219	0.004	0.0118417
1202	329344	0.102	0.0114033
1203	329750	0.004	0.0113136
1204	329971	0.102	0.0113447
1205	330004	0.012	0.0130234
1206	330142	0.02	0.0131179
1207	330255	0.054	0.01282
1208	330444	0.028	0.0132618
1209	330478	0.022	0.0131614
1210	331776	0.018	0.0128558
1211	331983	0.002	0.0133109
1212	332005	0.028	0.0132816
1213	332101	0.138	0.0122792
1214	332314	0.288	0.0128974
1215	332753	0.288	0.0128974
1216	333210	0.012	0.012907
1217	333299	0.008	0.0127444
1218	333891	0.028	0.012831
1219	334076	0.004	0.0130059
1220	334281	0.018	0.0128644
1221	334384	0.708	0.0128847
1222	334450	0.002	0.0128614
1223	334495	0.01	0.0126363
1224	334924	0.292	0.0127279
1225	335340	0.012	0.0138235
1226	335904	0.02	0.0136333
1227	336330	0.016	0.0135598
1228	336601	0.534	0.0107362
1229	337320	0.02	0.0117086
1230	337392	0.012	0.0117237
1231	337393	0.012	0.0118077
1232	337683	0.002	0.0119066
1233	338031	0.008	0.0118822
1234	338380	0.012	0.0115478
1235	338582	0.162	0.0106943
1236	338675	0.006	0.0108061
1237	339026	0.006	0.0108321
1238	339037	0.026	0.0107994
1239	339056	0.218	0.0106751
1240	339098	0.094	0.0100858
1241	340084	0.778	0.0106427
1242	340202	0.006	0.0109684
1243	340297	0.028	0.010889
1244	340556	0.012	0.0114136
1245	340717	0.128	0.0105088
1246	340993	0.004	0.0113595
1247	341092	0.036	0.0112449
1248	341382	0.002	0.0113331
1249	342563	0.212	0.0109294
1250	342695	0.212	0.0109294
1251	342991	0.018	0.0111297
1252	343253	0.006	0.0110846
1253	343674	0.036	0.0109955
1254	343871	0.142	0.00996788
1255	344325	0.138	0.00993033
1256	344906	0.042	0.0117511
1257	344989	0.262	0.011928
1258	345058	0.014	0.0118889
1259	345126	0.002	0.0119255
1260	345206	0.012	0.0118998
1261	345525	0.004	0.0120244
1262	345644	0.264	0.0120057
1263	345659	0.736	0.0120057
1264	345681	0.074	0.0120586
1265	345974	0.002	0.0127779
1266	346424	0.008	0.0127544
1267	346439	0.286	0.0119542
1268	348462	0.008	0.01241
1269	348692	0.02	0.0123427
1270	348838	0.174	0.0120069
1271	349339	0.866	0.0118474
1272	349473	0.004	0.0118085
1273	349604	0.866	0.0119242
1274	350179	0.424	0.0117163
1275	351230	0.07	0.0123786
1276	351771	0.006	0.0123042
1277	351835	0.07	0.0124185
1278	352240	0.002	0.0124901
1279	352645	0.186	0.0118287
1280	352870	0.008	0.0131072
1281	353402	0.134	0.0129108
1282	353579	0.002	0.0131185
1283	353782	0.002	0.0131653
1284	353883	0.118	0.0131651
1285	353937	0.636	0.0121314
1286	354523	0.014	0.0129942
1287	354544	0.014	0.0128322
1288	355026	0.882	0.0131152
1289	355291	0.008	0.0130368
1290	355341	0.888	0.013155
1291	355840	0.006	0.0131192
1292	355843	0.002	0.013173
1293	355917	0.112	0.0131983
1294	356358	0.018	0.0130822
1295	356441	0.002	0.013104
1296	356929	0.002	0.0131246
1297	357171	0.048	0.0129661
1298	357174	0.888	0.0129975
1299	357381	0.014	0.0127422
1300	357421	0.112	0.0128326
1301	358299	0.888	0.0128326
1302	358320	0.01	0.0126538
1303	358650	0.312	0.0106545
1304	358695	0.008	0.0119629
1305	358706	0.882	0.0118128
1306	359137	0.594	0.0102253
1307	359478	0.27	0.0101883
1308	359658	0.018	0.0104431
1309	359877	0.048	0.0104862
1310	360142	0.118	0.0104395
1311	360344	0.292	0.0103111
1312	360394	0.59	0.0104567
1313	360708	0.002	0.0105035
1314	360719	0.404	0.0104505
1315	360791	0.596	0.0104505
1316	360819	0.012	0.0107047
1317	360912	0.016	0.0107513
1318	361096	0.042	0.0109042
1319	361372	0.002	0.0110213
1320	361411	0.07	0.0109649
1321	361423	0.07	0.0109649
1322	361803	0.608	0.0109913
1323	361909	0.088	0.00960545
1324	362208	0.608	0.00987006
1325	362267	0.04	0.0100073
1326	362575	0.004	0.00998179
1327	362693	0.02	0.00994456
1328	362770	0.188	0.00921067
1329	363191	0.07	0.00969934
1330	363489	0.002	0.00968978
1331	363826	0.07	0.00970786
1332	364161	0.12	0.00832349
1333	364342	0.464	0.00792099
1334	364589	0.466	0.00791229
1335	364674	0.048	0.00779607
1336	364801	0.002	0.00787867
1337	364897	0.07	0.0078613
1338	364926	0.014	0.00800139
1339	365067	0.004	0.00797594
1340	365235	0.002	0.00795622
1341	365341	0.466	0.00792559
1342	365407	0.002	0.00798926
1343	365508	0.02	0.0078437
1344	365543	0.158	0.00631039
1345	365549	0.12	0.00660633
1346	365646	0.02	0.00762646
1347	365792	0.004	0.00766649
1348	365944	0.466	0.00763098
1349	366076	0.534	0.00763098
1350	366228	0.136	0.00748418
1351	366363	0.048	0.00846802
1352	367238	0.014	0.00846662
1353	367263	0.006	0.00846098
1354	367326	0.452	0.00833552
1355	367514	0.072	0.00773729
1356	367886	0.548	0.00797599
1357	367959	0.546	0.00763357
1358	368350	0.028	0.00789186
1359	368972	0.132	0.00785152
1360	369114	0.048	0.00781968
1361	369193	0.132	0.00831335
1362	369267	0.02	0.00886711
1363	369305	0.014	0.00908603
1364	369953	0.054	0.00896027
1365	370066	0.012	0.0092279
1366	370090	0.002	0.0092648
1367	370113	0.128	0.00896074
1368	370150	0.132	0.00990708
1369	370229	0.132	0.00990708
1370	370238	0.868	0.00990708
1371	370449	0.012	0.00987227
1372	370727	0.868	0.0100416
1373	370830	0.132	0.0100416
1374	371009	0.132	0.0100416
1375	371200	0.868	0.0100416
1376	371315	0.064	0.00989157
1377	371347	0.868	0.00995464
1378	371447	0.006	0.0102758
1379	371707	0.006	0.0101454
1380	371976	0.61	0.00978039
1381	371984	0.002	0.00984567
1382	372115	0.002	0.00986917
1383	372279	0.006	0.0097403
1384	372315	0.04	0.00961408
1385	372561	0.004	0.00959232
1386	372698	0.002	0.00956086
1387	372715	0.01	0.0095349
1388	372964	0.014	0.00952555
1389	373277	0.064	0.00956469
1390	373504	0.61	0.00960866
1391	373766	0.014	0.0095121
1392	373829	0.39	0.00961679
1393	373844	0.002	0.00957371
1394	373926	0.04	0.00950442
1395	373942	0.002	0.00952319
1396	374272	0.608	0.00952397
1397	374382	0.002	0.00999548
1398	374464	0.18	0.009311
1399	374624	0.82	0.009311
1400	374748	0.04	0.00940189
1401	375014	0.002	0.00960916
1402	375088	0.058	0.00922217
1403	375527	0.006	0.00960088
1404	375694	0.192	0.00944138
1405	375704	0.006	0.00986014
1406	376157	0.012	0.00967564
1407	376634	0.352	0.00937119
1408	377342	0.032	0.00962291
1409	377470	0.006	0.00967571
1410	377587	0.022	0.00934997
1411	377637	0.008	0.0093627
1412	377672	0.002	0.00938809
1413	377718	0.002	0.00938473
1414	377961	0.324	0.00783793
1415	378631	0.02	0.00780314
1416	378708	0.148	0.00750074
1417	378822	0.35	0.00720416
1418	379072	0.008	0.00711831
1419	379088	0.35	0.00715395
1420	379354	0.148	0.00760564
1421	379388	0.022	0.00806901
1422	379651	0.11	0.0067231
1423	379745	0.014	0.00733823
1424	379756	0.03	0.00727727
1425	380105	0.324	0.00726654
1426	380500	0.01	0.00735807
1427	381040	0.022	0.00745277
1428	381063	0.136	0.00647531
1429	381293	0.002	0.00751844
1430	381377	0.012	0.00744819
1431	381394	0.02	0.00753196
1432	381438	0.006	0.00747854
1433	381517	0.326	0.00728539
1434	381668	0.02	0.0097489
1435	382046	0.06	0.00957589
1436	382477	0.058	0.00963475
1437	382689	0.02	0.0100091
1438	382702	0.406	0.00936155
1439	383016	0.118	0.0101125
1440	383309	0.014	0.0105475
1441	384361	0.006	0.0106462
1442	384799	0.09	0.0104795
1443	385029	0.078	0.00986065
1444	385262	0.02	0.0100294
1445	385734	0.09	0.0100687
1446	385823	0.09	0.0100687
1447	386454	0.002	0.0101286
1448	386460	0.006	0.010117
1449	386738	0.074	0.00905705
1450	386767	0.14	0.00862734
1451	386789	0.058	0.00943737
1452	386928	0.016	0.00969704
1453	387740	0.092	0.00947731
1454	387844	0.132	0.00982342
1455	387970	0.086	0.010675
1456	388023	0.894	0.0106041
1457	388126	0.02	0.0112809
1458	388454	0.02	0.0112809
1459	388578	0.006	0.0112881
1460	388941	0.014	0.0112718
1461	389059	0.06	0.0108726
1462	389390	0.066	0.011104
1463	389457	0.002	0.0110961
1464	389462	0.01	0.0109687
1465	389547	0.934	0.0117661
1466	389598	0.11	0.0116704
1467	389830	0.002	0.0120705
1468	389901	0.948	0.0120746
1469	390106	0.052	0.0120746
1470	390457	0.014	0.0120201
1471	390918	0.142	0.0120424
1472	391058	0.02	0.0120935
1473	391239	0.06	0.0119916
1474	391740	0.06	0.0119916
1475	391990	0.002	0.0122697
1476	392287	0.142	0.0122044
1477	392522	0.004	0.0123516
1478	392572	0.038	0.0116085
1479	393084	0.088	0.0108501
1480	393518	0.006	0.0114258
1481	394358	0.856	0.0112748
1482	394475	0.002	0.0119198
1483	394501	0.03	0.0116028
1484	394524	0.296	0.0103349
1485	394651	0.006	0.0119079
1486	395514	0.132	0.011332
1487	395541	0.002	0.011735
1488	396174	0.002	0.0117368
1489	396375	0.008	0.0116655
1490	396854	0.072	0.0115885
1491	396931	0.068	0.0108529
1492	396953	0.002	0.0111854
1493	397144	0.03	0.0110677
1494	397176	0.072	0.0112918
1495	397207	0.002	0.0118462
1496	398182	0.684	0.0109781
1497	398232	0.002	0.0111836
1498	398399	0.05	0.0110781
1499	398573	0.14	0.0104701
1500	398666	0.682	0.0114921
1501	399076	0.002	0.0121447
1502	399080	0.1	0.0114698
1503	399688	0.002	0.0118197
1504	399997	0.008	0.0118728
1505	400557	0.05	0.0118392
1506	401232	0.014	0.0119531
1507	401626	0.04	0.0120446
1508	401659	0.002	0.0124672
1509	401804	0.004	0.0125283
1510	402154	0.002	0.0125244
1511	402307	0.004	0.0124947
1512	402811	0.024	0.0124317
1513	403284	0.674	0.0122834
1514	403604	0.198	0.0108455
1515	403813	0.108	0.0105846
1516	403984	0.674	0.0112619
1517	404081	0.004	0.0117584
1518	404440	0.108	0.0115254
1519	404492	0.02	0.0121639
1520	405040	0.002	0.012431
1521	405539	0.464	0.0122367
1522	405566	0.002	0.0122263
1523	405710	0.464	0.0122578
1524	406188	0.002	0.0127855
1525	406384	0.06	0.0121087
1526	407520	0.05	0.0129612
1527	407664	0.006	0.0129839
1528	408115	0.326	0.012358
1529	408178	0.254	0.0101832
1530	408905	0.016	0.011355
1531	409179	0.016	0.0114574
1532	409244	0.09	0.0110862
1533	409495	0.006	0.0113084
1534	409554	0.05	0.0112325
1535	409685	0.02	0.0112217
1536	410125	0.46	0.0110282
1537	410215	0.328	0.0109613
1538	410443	0.672	0.0109613
1539	410503	0.11	0.0103827
1540	410722	0.672	0.0105972
1541	410751	0.088	0.0103621
1542	411059	0.034	0.0104491
1543	411341	0.006	0.0106443
1544	411567	0.086	0.0104375
1545	411633	0.67	0.010708
1546	411794	0.212	0.0106849
1547	412096	0.148	0.0107942
1548	412156	0.006	0.0110665
1549	412512	0.004	0.0111321
1550	412964	0.67	0.0110756
1551	413419	0.016	0.0113765
1552	413490	0.458	0.0111403
1553	413752	0.592	0.010961
1554	414022	0.014	0.010795
1555	414511	0.458	0.0111085
1556	414753	0.038	0.0112427
1557	414862	0.196	0.0112028
1558	414925	0.098	0.0111419
1559	415175	0.132	0.0111534
1560	415307	0.196	0.0113284
1561	415349	0.804	0.0113284
1562	415584	0.01	0.0113078
1563	415944	0.804	0.011448
1564	416071	0.004	0.0127236
1565	416673	0.132	0.0126454
1566	416684	0.002	0.0147633
1567	416751	0.098	0.0145897
1568	416896	0.002	0.0160311
1569	417136	0.004	0.0160224
1570	418612	0.09	0.0154835
1571	418687	0.122	0.0150825
1572	419257	0.01	0.0164792
1573	419919	0.036	0.0164074
1574	420229	0.094	0.0171515
1575	421838	0.082	0.0164486
1576	423480	0.008	0.017207
1577	424318	0.094	0.0171169
1578	424406	0.008	0.0170332
1579	424681	0.012	0.0167213
1580	425343	0.464	0.0152125
1581	425615	0.094	0.0172882
1582	426817	0.02	0.0168859
1583	426936	0.054	0.0154692
1584	427062	0.094	0.0167359
1585	428407	0.008	0.016713
1586	428634	0.094	0.0167325
1587	429024	0.004	0.0173884
1588	430157	0.176	0.015635
1589	430360	0.11	0.0161758
1590	430413	0.95	0.01648
1591	430528	0.022	0.0164167
1592	430555	0.008	0.0168575
1593	431271	0.018	0.0169037
1594	431424	0.01	0.0166866
1595	432171	0.018	0.0172347
1596	432562	0.002	0.0173241
1597	433070	0.006	0.0173294
1598	433846	0.002	0.0172162
1599	434264	0.026	0.0167771
1600	435466	0.002	0.016924
1601	435682	0.002	0.0168798
1602	435871	0.002	0.0168929
1603	436099	0.002	0.016869
1604	436857	0.156	0.0162539
1605	437055	0.156	0.0162539
1606	437067	0.002	0.0164914
1607	437541	0.488	0.0136656
1608	437579	0.006	0.0144388
1609	438032	0.858	0.0143303
1610	438283	0.072	0.013897
1611	438673	0.04	0.0138418
1612	438893	0.01	0.0139622
1613	439233	0.09	0.0127296
1614	439754	0.002	0.0138216
1615	440390	0.02	0.0136629
1616	440995	0.008	0.013817
1617	441012	0.144	0.0135642
1618	441233	0.004	0.0135439
1619	441365	0.144	0.0135468
1620	441429	0.062	0.0129277
1621	441557	0.094	0.0128109
1622	441675	0.218	0.0104925
1623	442039	0.144	0.0106665
1624	442824	0.32	0.0108067
1625	442827	0.33	0.0109024
1626	442904	0.004	0.0114027
1627	443178	0.002	0.0114681
1628	443763	0.194	0.0107457
1629	444167	0.024	0.0106622
1630	444521	0.342	0.0106181
1631	444893	0.002	0.0134894
1632	444914	0.008	0.0134813
1633	445618	0.302	0.0129565
1634	446413	0.014	0.0148065
1635	446658	0.002	0.0149144
1636	449123	0.002	0.0149191
1637	449296	0.028	0.0148251
1638	449428	0.006	0.0149023
1639	449494	0.006	0.0149959
1640	449738	0.082	0.0144817
1641	450000	0.002	0.0144843
1642	450524	0.028	0.0137785
1643	450947	0.082	0.0140412
1644	451030	0.146	0.0120852
1645	451232	0.012	0.0137558
1646	451410	0.574	0.0128932
1647	451649	0.082	0.0143573
1648	451996	0.082	0.0143573
1649	452599	0.082	0.0143573
1650	453150	0.088	0.0132633
1651	453290	0.088	0.0132633
1652	453446	0.04	0.0151325
1653	453521	0.008	0.015225
1654	454031	0.002	0.0156472
1655	454035	0.096	0.0151089
1656	454296	0.002	0.0163757
1657	456102	0.11	0.0161839
1658	456972	0.01	0.0162677
1659	457111	0.01	0.0163215
1660	457247	0.008	0.0164427
1661	457372	0.002	0.0165195
1662	458396	0.012	0.0163102
1663	458440	0.002	0.0163582
1664	458499	0.014	0.0162552
1665	459378	0.018	0.0160481
